"name","city","state","zip","phone","website","instagram","email","email_source","google_review_count","google_star_rating","address","gbp_url","categories","top_competitor_1_name","top_competitor_1_reviews","top_competitor_1_stars","top_competitor_1_distance","top_competitor_2_name","top_competitor_2_reviews","top_competitor_2_stars","top_competitor_2_distance","top_competitor_3_name","top_competitor_3_reviews","top_competitor_3_stars","top_competitor_3_distance","notes","call_status","call_attempts","last_attempted"
"Dr. Summer Rose MD Aesthetics","The Woodlands","Texas","77375","(281) 724-2322","https://www.drsummerrose.com/","","contact@drsummerrose.com","contact_page","109","5.0","26400 Kuykendahl Rd Ste 16, The Woodlands, TX 77375","https://www.google.com/maps/search/?api=1&query=Dr.%20Summer%20Rose%20MD%20Aesthetics&query_place_id=ChIJ6eWCTIgxR4YR97gPhIHQQKg","Medical spa","LaserAway Woodlands","871","4.9","4.47","Radiance Medical Aesthetics & Wellness","344","4.7","3.94","Face to Face Spa at The Woodlands","144","4.7","3.13","","not_called","0",""
"HTX Aesthetics","Katy","Texas","77450","(832) 841-4043","https://www.htx-aesthetics.com/","","","","71","5.0","22167 Westheimer Pkwy # 120, Katy, TX 77450","https://www.google.com/maps/search/?api=1&query=HTX%20Aesthetics&query_place_id=ChIJy7nyXtAhQYYREyuOhTI4QV8","Medical spa; Skin care clinic","Selah MediSpa","424","4.8","2.85","Amerejuve MedSpa, Katy TX - Laser Hair Removal, CoolSculpting & Botox Katy","200","4.7","1.32","SkinSpirit Katy","170","4.9","1.43","","not_called","0",""
"Zia Medical Aesthetics","Miami","Florida","33130","(754) 223-8802","http://www.ziamedicalaesthetics.com/","","info@ziamedicalaesthetics.com","contact_page","66","5.0","40 SW 13th St Suite #904, Miami, FL 33130","https://www.google.com/maps/search/?api=1&query=Zia%20Medical%20Aesthetics&query_place_id=ChIJ4bWdSBu32YgRitrPEJb0L5M","Facial spa; Medical spa","LUX MedSpa Brickell","2227","5.0","0.35","Miami Aesthetic - Pat Pazmiño, MD, FACS","344","4.7","0.32","Euphoria Aesthetics","305","4.8","0.01","","not_called","0",""
"MDW Aesthetics Miami","Miami","Florida","33130","(305) 995-5439","https://www.mdwaesthetics.com/","","brickell@mdwaesthetics.com","contact_page","106","4.8","40 SW 13th St Ste 1001, Miami, FL 33130","https://www.google.com/maps/search/?api=1&query=MDW%20Aesthetics%20Miami&query_place_id=ChIJoeJqOt632YgRiwXx3l9AHEA","Medical spa; Medical clinic; Skin care clinic; Spa","LUX MedSpa Brickell","2227","5.0","0.34","Miami Aesthetic - Pat Pazmiño, MD, FACS","344","4.7","0.3","Euphoria Aesthetics","305","4.8","0.01","","not_called","0",""
"No Filter Medical Spa","Miami","Florida","33130","(305) 619-2651","https://nofiltermedspa.com/","","info@nofiltermedspa.com","contact_page","196","4.9","829 SW 1st Ave, Miami, FL 33130","https://www.google.com/maps/search/?api=1&query=No%20Filter%20Medical%20Spa&query_place_id=ChIJIwS0toq32YgRtdNmpvUoV8A","Medical spa; Facial spa; Laser hair removal service; Spa","LUX MedSpa Brickell","2227","5.0","0.12","Solea Brickell Spa","341","4.4","0.1","DinStyle Aesthetics Services BRICKELL","151","4.6","0.17","","not_called","0",""
"Euphoria Aesthetics","Miami","Florida","33130","(786) 801-4479","http://305euphoria.com/","","","","305","4.8","40 SW 13th St #404, Miami, FL 33130","https://www.google.com/maps/search/?api=1&query=Euphoria%20Aesthetics&query_place_id=ChIJP9G5pNK32YgREHFOe_7jZG0","Medical spa","LUX MedSpa Brickell","2227","5.0","0.34","Miami Aesthetic - Pat Pazmiño, MD, FACS","344","4.7","0.31","Dr. Hamadiya Miami Wellness and Aesthetic Center","282","5.0","0.3","","not_called","0",""
"Bella Vida Aesthetics & Wellness","Miami","Florida","33131","(786) 338-8346","https://bellavidaaesthetics.com/","","info@bellavidaaesthetics.com","contact_page","150","4.8","151 SE 1st St Ph 05, Miami, FL 33131","https://www.google.com/maps/search/?api=1&query=Bella%20Vida%20Aesthetics%20%26%20Wellness&query_place_id=ChIJhTDBsA-32YgR8ZnGIpTv4tc","Medical spa; Wellness center","LUX MedSpa Brickell","2227","5.0","0.54","Sisu Clinic Miami","342","4.9","0.43","Solea Brickell Spa","341","4.4","0.51","","not_called","0",""
"The Aesthetics MD & Wellness | Coral Gables & South Miami | Dermal Filler, Weight Loss, Laser, Cosmetic Med Spa","Coral Gables","Florida","33134","(305) 586-3242","https://theaestheticsmd.com/","","theaestheticsmd@gmail.com","contact_page","80","5.0","747 Ponce de Leon Blvd STE 501, Coral Gables, FL 33134","https://www.google.com/maps/search/?api=1&query=The%20Aesthetics%20MD%20%26%20Wellness%20%7C%20Coral%20Gables%20%26%20South%20Miami%20%7C%20Dermal%20Filler%2C%20Weight%20Loss%2C%20Laser%2C%20Cosmetic%20Med%20Spa&query_place_id=ChIJ99Qx7oS32YgRTN4PpSiVN7s","Medical spa","Med Aesthetics Miami","433","4.8","0.79","Ilu Collective","195","5.0","0.63","The Plump Room","188","5.0","0.87","","not_called","0",""
"Skin Spa New York - Miami Beach Medical Spa","Miami Beach","Florida","33139","(305) 397-8484","https://skinspanewyork.com/pages/miami-beach?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile-miami-beach","","info@skinspanewyork.com","contact_page","69","4.7","1614 Alton Rd Suite 206, Miami Beach, FL 33139","https://www.google.com/maps/search/?api=1&query=Skin%20Spa%20New%20York%20-%20Miami%20Beach%20Medical%20Spa&query_place_id=ChIJhecWaou12YgR2L4GXrZg2qY","Medical spa; Facial spa; Laser hair removal service; Massage spa; Skin care clinic; Spa","VIIV WELLNESS HAUS","290","5.0","0.36","BODYWELLE","211","4.8","0.55","Chadia Ali MedSpa & Aesthetics","108","5.0","1.03","","not_called","0",""
"Med Aesthetics Miami","Miami","FL","33134","(305) 356-7402","https://medaestheticsmiami.com/?utm_source=google&utm_medium=organic&utm_content=gables&utm_campaign=gmb","","aventura@medaestheticsmiami.com","contact_page","433","4.8","2020 Ponce de Leon Suite 106, Coral Gables, Miami, FL 33134","https://www.google.com/maps/search/?api=1&query=Med%20Aesthetics%20Miami&query_place_id=ChIJkxNWdMS22YgROy0QtiWx41o","Medical spa; Beautician; Beauty product supplier; Beauty salon; Day spa; Facial spa; Health and beauty shop; Laser hair removal service; Skin care clinic; Wellness center","Ilu Collective","195","5.0","0.2","The Plump Room","188","5.0","0.12","Medilight Aesthetic Clinic - Coral Gables","138","4.9","0.49","","not_called","0",""
"Rejuvaline Medspa at Flamingo","Miami Beach","Florida","33139","(786) 884-0110","https://rejuvalinemedspa.com/miami-beach/","","","","72","4.9","1508 Bay Rd, Miami Beach, FL 33139","https://www.google.com/maps/search/?api=1&query=Rejuvaline%20Medspa%20at%20Flamingo&query_place_id=ChIJ33wPW2K12YgR4IbuHBDmFEc","Medical spa; Bridal shop; Facial spa; Laser hair removal service; Massage spa; Health and beauty shop; Wellness program","VIIV WELLNESS HAUS","290","5.0","0.46","BODYWELLE","211","4.8","0.49","Chadia Ali MedSpa & Aesthetics","108","5.0","0.97","","not_called","0",""
"LUX MedSpa Brickell","Miami","Florida","33130","(305) 988-9388","https://www.luxmedspabrickell.com/","","info@luxmedspabrickell.com","contact_page","2227","5.0","805 S Miami Ave 9th Floor, Miami, FL 33130","https://www.google.com/maps/search/?api=1&query=LUX%20MedSpa%20Brickell&query_place_id=ChIJtRS0HVy32YgRsiZz9ho-xq4","Medical spa; Facial spa; Lymph drainage therapist; Massage spa; Day spa","Miami Aesthetic - Pat Pazmiño, MD, FACS","344","4.7","0.13","Sisu Clinic Miami","342","4.9","0.11","Solea Brickell Spa","341","4.4","0.06","","not_called","0",""
"Charette Cosmetics Medical Spa - Miami Beach","Miami Beach","Florida","33140","(404) 430-4378 ext. 3","https://charettecosmetics.com/miami/?utm_source=google&utm_medium=organic&utm_campaign=GBPMiami","","customerservice@charettecosmetics.com","contact_page","581","5.0","400 W 41st St Suite 201, Miami Beach, FL 33140","https://www.google.com/maps/search/?api=1&query=Charette%20Cosmetics%20Medical%20Spa%20-%20Miami%20Beach&query_place_id=ChIJ-VkNhhuz2YgR3tgNIZtgN94","Medical spa; Facial spa; Laser hair removal service; Skin care clinic; Spa; Tattoo removal service; Weight loss service; Wellness program","VIIV WELLNESS HAUS","290","5.0","1.6","Miami Beach Laser & Aesthetics","123","5.0","0.73","Skin Spa New York - Miami Beach Medical Spa","69","4.7","1.87","","not_called","0",""
"Chadia Ali MedSpa & Aesthetics","Miami Beach","Florida","33139","(754) 327-9802","https://www.chadiaalimedspa.com/","","Contact@chadiaalimedspa.com","contact_page","108","5.0","1107 5th St suite 170, Miami Beach, FL 33139","https://www.google.com/maps/search/?api=1&query=Chadia%20Ali%20MedSpa%20%26%20Aesthetics&query_place_id=ChIJP34kziy12YgRBxkR0_thaLk","Medical spa; Spa","VIIV WELLNESS HAUS","290","5.0","1.38","BODYWELLE","211","4.8","0.48","Rejuvaline Medspa at Flamingo","72","4.9","0.97","","not_called","0",""
"ReJuve Aesthetics Miami","Miami","Florida","33132","(786) 813-0119","http://rejuve.miami/","","rejuveaestheticsmiami@gmail.com","contact_page","76","5.0","245 NE 14th St, Miami, FL 33132","https://www.google.com/maps/search/?api=1&query=ReJuve%20Aesthetics%20Miami&query_place_id=ChIJqTNuOI232YgRpQJgo9E6gNU","Facial spa","NuYou Medical Aesthetics","465","5.0","0.41","Sisu Clinic Miami","342","4.9","1.44","Deluxe Med Spa Beauty","267","4.9","1.08","","not_called","0",""
"VIIV WELLNESS HAUS","Miami Beach","Florida","33139","(786) 550-6249","http://viivwellnesshaus.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","viivwellnesshaus@gmail.com","contact_page","290","5.0","1874 West Ave Suite 1, Miami Beach, FL 33139","https://www.google.com/maps/search/?api=1&query=VIIV%20WELLNESS%20HAUS&query_place_id=ChIJt9Fe9pGEgGgRLoKIU_Jw6k8","Medical spa; Laser hair removal service; Skin care clinic; Weight loss service; Wellness center","BODYWELLE","211","4.8","0.9","Rejuvaline Medspa at Flamingo","72","4.9","0.46","Skin Spa New York - Miami Beach Medical Spa","69","4.7","0.36","","not_called","0",""
"BODYWELLE","Miami Beach","Florida","33139","(305) 877-5084","https://alonsomartinmd.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB","","","","211","4.8","1060 Alton Rd, Miami Beach, FL 33139","https://www.google.com/maps/search/?api=1&query=BODYWELLE&query_place_id=ChIJFxABNm6t2YgRfPkzpeu5HS8","Medical spa; Hair transplantation clinic; Laser hair removal service; Medical clinic; Skin care clinic; Weight loss service; Wellness center","VIIV WELLNESS HAUS","290","5.0","0.9","Chadia Ali MedSpa & Aesthetics","108","5.0","0.48","Rejuvaline Medspa at Flamingo","72","4.9","0.49","","not_called","0",""
"Miami Aesthetic - Pat Pazmiño, MD, FACS","Miami","Florida","33131","(305) 576-3443","https://miamiaesthetic.com/?UTM_source=GBP_listing&UTM_medium=organic&source=gmb","","","","344","4.7","848 Brickell Ave STE 820, Miami, FL 33131","https://www.google.com/maps/search/?api=1&query=Miami%20Aesthetic%20-%20Pat%20Pazmi%C3%B1o%2C%20MD%2C%20FACS&query_place_id=ChIJF3pAo4O22YgR-WpDxB3eE1M","Plastic surgery clinic; Doctor; Medical spa; Plastic surgeon; Surgical center","LUX MedSpa Brickell","2227","5.0","0.13","Sisu Clinic Miami","342","4.9","0.22","Solea Brickell Spa","341","4.4","0.19","","not_called","0",""
"Brickell Cosmetic Center-Aesthetics & Dermatology","Miami","Florida","33129","(305) 456-6001","https://brickellcosmetic.com/","","","","438","4.6","2730 SW 3rd Ave Ste 100, Miami, FL 33129","https://www.google.com/maps/search/?api=1&query=Brickell%20Cosmetic%20Center-Aesthetics%20%26%20Dermatology&query_place_id=ChIJt7xbx4m22YgRiCc1jctvNNA","Medical spa; Dermatologist","Euphoria Aesthetics","305","4.8","1.07","No Filter Medical Spa","196","4.9","1.21","MDW Aesthetics Miami","106","4.8","1.08","","not_called","0",""
"Miami Beach Laser & Aesthetics","Miami Beach","Florida","33140","(305) 610-8284","http://www.miamibeachlaserandaesthetics.com/","","info@miamibeachlaserandaesthetics.com","contact_page","123","5.0","4302 Alton Rd Suite 740, Miami Beach, FL 33140","https://www.google.com/maps/search/?api=1&query=Miami%20Beach%20Laser%20%26%20Aesthetics&query_place_id=ChIJS4dcz66z2YgRhj8_hQOVv5E","Medical spa","Charette Cosmetics Medical Spa - Miami Beach","581","5.0","0.73","VIIV WELLNESS HAUS","290","5.0","1.37","Skin Spa New York - Miami Beach Medical Spa","69","4.7","1.71","","not_called","0",""
"Monaco MedSpa","Miami","Florida","33137","(786) 536-6117","https://www.monacomedspa.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","","officemanager@monacomedspa.com","contact_page","150","5.0","2930 NE 2nd Ct, Miami, FL 33137","https://www.google.com/maps/search/?api=1&query=Monaco%20MedSpa&query_place_id=ChIJyVdcXaix2YgRMNbOy53MdC0","Medical spa; Beauty salon; Day spa; Doctor; Facial spa; Hair replacement service; Skin care clinic; Spa","NuYou Medical Aesthetics","465","5.0","1.53","Sisu Clinic Miami","342","4.9","2.56","Deluxe Med Spa Beauty","267","4.9","2.19","","not_called","0",""
"Skin Spa New York - Back Bay","Boston","Massachusetts","02115","(617) 236-1444","https://skinspanewyork.com/pages/boston-back-bay-spa","","info@skinspanewyork.com","contact_page","381","4.8","284 Newbury St Floor 3, Boston, MA 02115","https://www.google.com/maps/search/?api=1&query=Skin%20Spa%20New%20York%20-%20Back%20Bay&query_place_id=ChIJo9Y9lw9644kRR5soqeEBYyk","Medical spa; Facial spa; Laser hair removal service; Massage spa; Skin care clinic; Spa","Skin Spa New York North Station","231","4.9","1.64","Restore Hyper Wellness","188","4.9","2.98","Skin Laundry - Arsenal Yards","174","4.7","3.95","","not_called","0",""
"Rockmore Plastic Surgery: Jeffrey Rockmore, MD","Latham","New York","12110","(518) 328-3330","https://www.rockmoreplasticsurgery.com/?utm_source=google&utm_medium=local&utm_campaign=latham-practice-website","","","","201","4.7","15 Old Loudon Rd, Latham, NY 12110","https://www.google.com/maps/search/?api=1&query=Rockmore%20Plastic%20Surgery%3A%20Jeffrey%20Rockmore%2C%20MD&query_place_id=ChIJh3_-sRYL3okRJClx52gGqCM","Medical spa; Plastic surgeon; Skin care clinic","Schweiger Dermatology Group - Altamont","718","4.9","8.55","","0","0.0","0.0","","0","0.0","0.0","","not_called","0",""
"Solea Brickell Spa","Miami","Florida","33131","(786) 418-4515","https://soleabrickellspa.com/","","info@soleabrickellspa.com","contact_page","341","4.4","701 S Miami Ave Suite 311A, Miami, FL 33131","https://www.google.com/maps/search/?api=1&query=Solea%20Brickell%20Spa&query_place_id=ChIJdxTDfYO32YgR_dV5rECP7_E","Medical spa; Laser hair removal service; Sauna; Spa; Spa and health club","LUX MedSpa Brickell","2227","5.0","0.06","Miami Aesthetic - Pat Pazmiño, MD, FACS","344","4.7","0.19","Sisu Clinic Miami","342","4.9","0.08","","not_called","0",""
"Luminous MediSpa","Katy","Texas","77494","(281) 665-3666","http://www.luminousmedispa.com/","","","","138","4.9","410 W Grand Pkwy S #310, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Luminous%20MediSpa&query_place_id=ChIJywhTBNcnQYYR4gZmJ4pWG_E","Medical spa; Laser hair removal service; Skin care clinic","Shining Way Esthetics","151","4.9","1.1","Blissful Aesthetics","49","5.0","0.49","NakedMD Med Spa Katy","43","5.0","1.01","","not_called","0",""
"Samara MedSpa Avon","Avon","Connecticut","06001","(860) 996-4096","https://samaramedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","info@samaramedspa.com","contact_page","391","4.8","380 W Main St, Avon, CT 06001","https://www.google.com/maps/search/?api=1&query=Samara%20MedSpa%20Avon&query_place_id=ChIJk-BzR5Cv54kR7Z17Hetyy7Q","Medical spa; Facial spa; Laser hair removal service; Skin care clinic","Restore Hyper Wellness","235","4.8","6.27","Radiant Beauty & Health West Hartford","155","4.5","7.11","Radiance Medspa","118","4.7","0.23","","not_called","0",""
"Body Rx Miami Anti-Aging & Medspa","Coral Gables","Florida","33146","(305) 330-6900","https://bodyrxantiaging.com/","","","","298","4.8","3850 Bird Rd #103B, Coral Gables, FL 33146","https://www.google.com/maps/search/?api=1&query=Body%20Rx%20Miami%20Anti-Aging%20%26%20Medspa&query_place_id=ChIJzcX1Vuq32YgRYnXj4RZI93c","Medical clinic; Medical spa; Wellness center","ALEXIS LAUREN | Coral Gables","447","5.0","0.12","Facial Mania Med Spa - Coral Gables","342","4.7","0.26","Medilight Aesthetic Clinic - Coral Gables","138","4.9","0.88","","not_called","0",""
"Tru Essence Cosmetic and Medical Spa","Houston","Texas","77002","(713) 485-5200","http://truessencespa.com/","","","","66","4.3","2000 Crawford St Suite 107, Houston, TX 77002","https://www.google.com/maps/search/?api=1&query=Tru%20Essence%20Cosmetic%20and%20Medical%20Spa&query_place_id=ChIJD0lV8RW_QIYRg98dsMHFA_8","Medical spa","Sisu Clinic Houston","434","4.9","1.44","Nia Aesthetics MD","220","5.0","1.64","Evolve Aesthetics Medspa","107","4.7","1.77","","not_called","0",""
"Viata Aesthetics and Wellness","Katy","Texas","77494","(346) 307-4917","http://viataaestheticsandwellness.com/","","","","127","5.0","26077 Nelson Way #802, Katy, TX 77494","https://www.google.com/maps/search/?api=1&query=Viata%20Aesthetics%20and%20Wellness&query_place_id=ChIJq852siQlQYYR5qWS8mEq3JA","Medical spa; Health spa; Skin care clinic; Spa","All Is Well Holistic Spa","1787","4.7","1.49","Katy Med Tech Spa","1208","4.9","1.52","Oasis Laser MedSpa","297","4.8","1.48","","not_called","0",""
"Now You Glow","Coral Gables","Florida","33134","(305) 316-4810","https://nowyouglowmedspa.com/","","info@glowaesthetics.life","contact_page","99","5.0","147 Alhambra Cir Suite 215, Coral Gables, FL 33134","https://www.google.com/maps/search/?api=1&query=Now%20You%20Glow&query_place_id=ChIJv-e0Tei32YgRHjLYGAHJqog","Medical spa; Wellness center","Med Aesthetics Miami","433","4.8","0.13","Ilu Collective","195","5.0","0.24","The Plump Room","188","5.0","0.01","","not_called","0",""
"FaceMe Aesthetics - Botox Miami / Microneedling Miami","Coral Gables","Florida","33146","(305) 204-5708","https://facemeaesthetic.com/","","hi@typemade.mx","contact_page","87","4.9","358 San Lorenzo Ave Suite 3225-5, Coral Gables, FL 33146","https://www.google.com/maps/search/?api=1&query=FaceMe%20Aesthetics%20-%20Botox%20Miami%20%2F%20Microneedling%20Miami&query_place_id=ChIJsfYHbFy32YgRyaSOyIJBP8A","Medical spa; Facial spa; Skin care clinic","ALEXIS LAUREN | Coral Gables","447","5.0","0.16","Azala Skin Clinic","410","4.9","1.07","Facial Mania Med Spa - Coral Gables","342","4.7","0.21","","not_called","0",""
"ALEXIS LAUREN | Coral Gables","Coral Gables","Florida","33146","(305) 686-3393","https://alexislauren.com/","","info@alexislauren.com","contact_page","447","5.0","4203 Ponce de Leon Blvd Unit 110, Coral Gables, FL 33146","https://www.google.com/maps/search/?api=1&query=ALEXIS%20LAUREN%20%7C%20Coral%20Gables&query_place_id=ChIJFaagi_-32YgR8InijBo7QhQ","Medical spa; Day spa; Doctor; Facial spa; Health and beauty shop; Laser hair removal service; Medical clinic; Skin care clinic; Spa","Azala Skin Clinic","410","4.9","0.99","Facial Mania Med Spa - Coral Gables","342","4.7","0.2","Body Rx Miami Anti-Aging & Medspa","298","4.8","0.12","","not_called","0",""
